date,deaths_0044,deaths_4564,deaths_6574,deaths_7584,deaths_85p,tmean,year,dow
2021-06-28,0,2,1,3,4,26.8,2021,Monday
2021-06-29,0,1,1,3,9,24.21,2021,Tuesday
2021-06-30,1,0,1,3,5,21.8,2021,Wednesday
2021-07-01,0,0,2,3,5,21.37,2021,Thursday
2021-07-02,0,1,2,2,5,22.59,2021,Friday
2021-07-03,0,4,1,3,6,23.84,2021,Saturday
2021-07-04,0,0,1,4,7,22.1,2021,Sunday
2021-07-05,0,0,1,3,9,23.35,2021,Monday
2021-07-06,0,1,2,3,4,25.23,2021,Tuesday
2021-07-07,1,1,0,5,7,26.56,2021,Wednesday
2021-07-08,0,1,1,1,4,24.68,2021,Thursday
2021-07-09,0,1,1,6,5,22.79,2021,Friday
2021-07-10,0,0,2,2,7,24.91,2021,Saturday
2021-07-11,0,0,1,6,9,23.19,2021,Sunday
2021-07-12,0,0,1,5,1,24.79,2021,Monday
2021-07-13,0,0,3,4,12,21.81,2021,Tuesday
2021-07-14,0,1,0,0,7,18.91,2021,Wednesday
2021-07-15,0,2,0,6,5,20.81,2021,Thursday
2021-07-16,0,2,1,2,3,19.35,2021,Friday
2021-07-17,0,1,0,3,3,19.13,2021,Saturday
2021-07-18,1,0,1,4,7,22.83,2021,Sunday
2021-07-19,0,2,0,2,7,24.18,2021,Monday
2021-07-20,0,0,0,3,9,24.62,2021,Tuesday
2021-07-21,0,1,3,5,8,26.19,2021,Wednesday
2021-07-22,0,0,2,5,9,25.83,2021,Thursday
2021-07-23,0,0,0,3,5,25.15,2021,Friday
2021-07-24,0,0,2,3,6,25.62,2021,Saturday
2021-07-25,0,0,1,1,11,25.27,2021,Sunday
2021-07-26,0,3,1,3,5,25,2021,Monday
2021-07-27,0,0,2,1,3,25.45,2021,Tuesday
2021-07-28,0,1,3,4,7,25.02,2021,Wednesday
2021-07-29,0,0,1,3,6,25.82,2021,Thursday
2021-07-30,0,0,4,1,9,26.51,2021,Friday
2021-07-31,0,0,4,5,11,26.18,2021,Saturday
2021-08-01,0,1,1,3,8,22.65,2021,Sunday
2021-08-02,0,0,4,2,9,21.07,2021,Monday
2021-08-03,1,0,1,6,4,21.53,2021,Tuesday
2021-08-04,0,1,0,1,5,22.18,2021,Wednesday
2021-08-05,1,0,1,5,8,20.27,2021,Thursday
2021-08-06,0,0,1,5,5,21.29,2021,Friday
2021-08-07,0,1,1,4,4,23.67,2021,Saturday
2021-08-08,0,2,2,6,4,23.79,2021,Sunday
2021-08-09,2,1,0,3,5,25.12,2021,Monday
2021-08-10,0,1,2,2,3,27.22,2021,Tuesday
2021-08-11,0,0,3,5,7,27.92,2021,Wednesday
2021-08-12,0,1,2,2,8,28.85,2021,Thursday
2021-08-13,0,2,2,3,9,28.88,2021,Friday
2021-08-14,0,2,0,3,11,29.42,2021,Saturday
2021-08-15,0,0,1,5,8,29.5,2021,Sunday
2021-08-16,0,1,1,2,9,26.7,2021,Monday
2021-08-17,0,0,1,2,11,25.08,2021,Tuesday
2021-08-18,0,0,0,3,5,23.39,2021,Wednesday
2021-08-19,1,2,5,2,6,24.06,2021,Thursday
2021-08-20,0,0,2,6,14,24.84,2021,Friday
2021-08-21,0,1,2,2,3,26.54,2021,Saturday
2021-08-22,1,2,3,5,7,24.93,2021,Sunday
2021-08-23,0,1,6,2,3,22.9,2021,Monday
2021-08-24,1,0,1,3,4,23.01,2021,Tuesday
2021-08-25,0,1,3,6,3,21.96,2021,Wednesday
2021-08-26,0,0,1,3,5,21.69,2021,Thursday
2021-08-27,0,0,1,6,4,21.09,2021,Friday
2021-08-28,1,0,0,1,8,18.4,2021,Saturday
2021-08-29,0,0,0,1,13,19.09,2021,Sunday
2021-08-30,0,0,1,0,6,20.52,2021,Monday
2021-08-31,0,0,1,1,7,21,2021,Tuesday
2021-09-01,0,0,1,2,4,20.78,2021,Wednesday
2021-09-02,0,0,1,4,6,21.18,2021,Thursday
2021-09-03,0,0,1,6,6,21.22,2021,Friday
2021-09-04,0,1,3,0,8,21.6,2021,Saturday
2021-09-05,0,1,0,2,6,21.3,2021,Sunday
2021-09-06,1,2,0,3,3,20.66,2021,Monday
2021-09-07,0,3,0,0,4,20.58,2021,Tuesday
2021-09-08,0,0,2,5,7,21.1,2021,Wednesday
2021-09-09,1,2,4,2,8,21.81,2021,Thursday
2021-09-10,0,1,0,4,7,23.34,2021,Friday
2021-09-11,1,0,2,7,6,23.08,2021,Saturday
2021-09-12,0,1,0,4,4,22.28,2021,Sunday
2021-09-13,0,1,1,4,6,22.95,2021,Monday
2021-09-14,0,0,1,1,6,22.83,2021,Tuesday
2021-09-15,1,1,1,2,11,21.91,2021,Wednesday
2021-09-16,0,0,0,4,8,20.19,2021,Thursday
2021-09-17,0,1,0,1,8,19.34,2021,Friday
2021-09-18,0,0,3,5,4,19.83,2021,Saturday
2021-09-19,0,1,1,1,4,18.24,2021,Sunday
2021-09-20,0,1,1,2,7,18.38,2021,Monday
2021-09-21,0,2,0,6,3,16.72,2021,Tuesday
2021-09-22,1,2,3,4,5,16.84,2021,Wednesday
2021-09-23,0,1,1,5,6,17.86,2021,Thursday
2021-09-24,0,1,0,5,8,18.66,2021,Friday
2021-09-25,0,1,0,1,5,20.36,2021,Saturday
2021-09-26,0,1,1,4,6,19.8,2021,Sunday
2021-09-27,0,2,3,3,7,20.66,2021,Monday
2021-09-28,0,2,0,1,12,19.55,2021,Tuesday
2021-09-29,1,1,2,2,8,19.64,2021,Wednesday
2021-09-30,0,1,1,5,4,18.36,2021,Thursday
2021-10-01,0,0,1,1,8,17.9,2021,Friday
2021-10-02,0,1,1,3,4,18.2,2021,Saturday
2021-10-03,0,0,3,2,5,18.41,2021,Sunday
2021-10-04,0,1,1,7,8,18.57,2021,Monday
2021-10-05,0,0,3,4,9,17.6,2021,Tuesday
2021-10-06,0,1,5,2,4,15.49,2021,Wednesday
2021-10-07,0,2,2,1,7,12.45,2021,Thursday
2021-10-08,0,2,2,4,3,14.28,2021,Friday
2021-10-09,0,0,1,3,7,13.46,2021,Saturday
2021-10-10,0,0,0,2,9,11.85,2021,Sunday
2021-10-11,0,2,2,1,7,11.91,2021,Monday
2021-10-12,1,2,1,4,6,12.13,2021,Tuesday
2021-10-13,0,2,1,4,7,10.73,2021,Wednesday
2021-10-14,0,2,3,4,5,9.17,2021,Thursday
2021-10-15,0,0,0,4,6,9.62,2021,Friday
2021-10-16,0,1,0,4,11,10.24,2021,Saturday
2021-10-17,1,0,0,0,7,11.32,2021,Sunday
2021-10-18,0,0,1,6,10,11.85,2021,Monday
2021-10-19,2,0,1,4,4,12.12,2021,Tuesday
2021-10-20,0,0,2,3,7,12.29,2021,Wednesday
2021-10-21,0,0,1,1,6,15.27,2021,Thursday
2021-10-22,0,1,2,1,9,14.35,2021,Friday
2021-10-23,0,0,1,2,5,14.34,2021,Saturday
2021-10-24,0,3,0,1,9,12.33,2021,Sunday
2021-10-25,0,0,2,0,7,10.89,2021,Monday
2021-10-26,0,1,3,5,6,11.86,2021,Tuesday
2021-10-27,0,1,2,2,6,12.31,2021,Wednesday
2021-10-28,0,0,0,4,6,10.56,2021,Thursday
2021-10-29,0,2,1,0,6,11.05,2021,Friday
2021-10-30,1,1,1,2,8,11.58,2021,Saturday
2021-10-31,0,1,0,7,10,12.85,2021,Sunday
2021-11-01,0,2,1,2,9,13.73,2021,Monday
2021-11-02,0,1,0,3,4,12.78,2021,Tuesday
2021-11-03,0,0,2,3,7,12.63,2021,Wednesday
2021-11-04,1,2,1,4,5,11.96,2021,Thursday
2021-11-05,0,1,3,0,6,9.78,2021,Friday
2021-11-06,1,0,0,2,6,10.24,2021,Saturday
2021-11-07,0,1,0,2,10,10.07,2021,Sunday
2021-11-08,0,1,2,0,8,10.82,2021,Monday
2021-11-09,0,0,0,7,5,9.95,2021,Tuesday
2021-11-10,0,0,1,0,8,11.98,2021,Wednesday
2021-11-11,0,0,2,2,8,12.5,2021,Thursday
2021-11-12,0,1,1,3,8,13.33,2021,Friday
2021-11-13,1,0,0,4,7,11.63,2021,Saturday
2021-11-14,0,2,0,3,6,11.66,2021,Sunday
2021-11-15,0,0,0,3,4,12.69,2021,Monday
2021-11-16,0,0,0,4,5,9.7,2021,Tuesday
2021-11-17,0,0,0,6,8,10.45,2021,Wednesday
2021-11-18,0,1,0,3,9,10.59,2021,Thursday
2021-11-19,0,0,1,1,8,10.08,2021,Friday
2021-11-20,0,3,0,2,4,9.72,2021,Saturday
2021-11-21,1,0,1,3,6,9.09,2021,Sunday
2021-11-22,0,0,1,7,5,10.3,2021,Monday
2021-11-23,0,1,0,2,5,9.16,2021,Tuesday
2021-11-24,0,2,0,4,6,7.2,2021,Wednesday
2021-11-25,0,1,3,2,3,8.25,2021,Thursday
2021-11-26,0,1,1,3,7,7.85,2021,Friday
2021-11-27,0,0,0,2,4,8.58,2021,Saturday
2021-11-28,0,2,0,3,5,6.12,2021,Sunday
2021-11-29,0,1,0,0,8,3.55,2021,Monday
2021-11-30,0,2,0,1,3,2.94,2021,Tuesday
2021-12-01,0,1,2,8,5,5.89,2021,Wednesday
2021-12-02,0,0,1,4,7,7.66,2021,Thursday
2021-12-03,1,0,1,4,4,5.46,2021,Friday
2021-12-04,0,1,3,2,8,4.69,2021,Saturday
2021-12-05,0,2,0,4,9,7.62,2021,Sunday
2021-12-06,0,3,2,1,8,3.98,2021,Monday
2021-12-07,0,2,1,1,6,2.96,2021,Tuesday
2021-12-08,0,1,1,8,7,4.53,2021,Wednesday
2021-12-09,0,0,2,4,6,4.02,2021,Thursday
2021-12-10,0,1,1,4,7,2.48,2021,Friday
2021-12-11,1,0,2,3,6,3.84,2021,Saturday
2021-12-12,0,0,1,4,3,3.77,2021,Sunday
2021-12-13,0,1,1,1,10,5.65,2021,Monday
2021-12-14,0,1,0,0,7,4.45,2021,Tuesday
2021-12-15,0,1,2,0,7,3.93,2021,Wednesday
2021-12-16,0,0,2,4,6,3.89,2021,Thursday
2021-12-17,0,0,2,3,8,3.82,2021,Friday
2021-12-18,0,1,2,3,6,2.03,2021,Saturday
2021-12-19,0,0,1,3,4,2.79,2021,Sunday
2021-12-20,0,2,1,7,5,4.21,2021,Monday
2021-12-21,0,0,0,2,8,4.33,2021,Tuesday
2021-12-22,0,1,1,3,8,5.37,2021,Wednesday
2021-12-23,0,1,1,3,4,4.27,2021,Thursday
2021-12-24,0,0,2,6,7,9.79,2021,Friday
2021-12-25,0,0,0,4,8,10.79,2021,Saturday
2021-12-26,0,0,0,3,4,9.21,2021,Sunday
2021-12-27,0,1,1,4,7,8.26,2021,Monday
2021-12-28,0,0,3,3,11,9.61,2021,Tuesday
2021-12-29,0,4,2,7,10,9.97,2021,Wednesday
2021-12-30,0,1,3,3,4,7.82,2021,Thursday
2021-12-31,0,3,2,4,11,8.54,2021,Friday
