date,deaths_0044,deaths_4564,deaths_6574,deaths_7584,deaths_85p,tmean,year,dow
2020-03-04,0,1,2,2,9,7.03,2020,Wednesday
2020-03-05,0,0,0,2,9,6.06,2020,Thursday
2020-03-06,0,1,3,1,5,8.87,2020,Friday
2020-03-07,0,0,1,4,5,6.73,2020,Saturday
2020-03-08,0,0,1,3,10,7.37,2020,Sunday
2020-03-09,2,1,1,1,6,7.38,2020,Monday
2020-03-10,0,0,1,2,7,7.66,2020,Tuesday
2020-03-11,0,3,0,6,5,9.34,2020,Wednesday
2020-03-12,0,0,1,5,7,9.35,2020,Thursday
2020-03-13,0,1,1,3,9,10.91,2020,Friday
2020-03-14,0,2,0,4,4,10.38,2020,Saturday
2020-03-15,0,1,1,5,5,7.8,2020,Sunday
2020-03-16,0,1,1,2,10,7.69,2020,Monday
2020-03-17,0,0,1,3,10,10.32,2020,Tuesday
2020-03-18,0,2,1,2,10,10.51,2020,Wednesday
2020-03-19,0,1,0,4,13,12.72,2020,Thursday
2020-03-20,1,2,1,7,6,12.75,2020,Friday
2020-03-21,1,1,1,3,8,12.91,2020,Saturday
2020-03-22,0,2,3,2,7,9.85,2020,Sunday
2020-03-23,0,0,4,2,6,4.39,2020,Monday
2020-03-24,1,0,0,2,13,3.44,2020,Tuesday
2020-03-25,0,0,0,3,10,4.04,2020,Wednesday
2020-03-26,0,1,0,7,10,3.51,2020,Thursday
2020-03-27,0,3,4,4,3,6.68,2020,Friday
2020-03-28,0,2,5,3,13,10.57,2020,Saturday
2020-03-29,0,0,1,4,7,11.26,2020,Sunday
2020-03-30,0,1,3,7,7,10.8,2020,Monday
2020-03-31,0,0,1,3,12,5.38,2020,Tuesday
2020-04-01,1,1,6,3,6,4.48,2020,Wednesday
2020-04-02,0,2,1,6,18,6.03,2020,Thursday
2020-04-03,0,1,3,2,11,8.29,2020,Friday
2020-04-04,1,1,1,5,13,8.91,2020,Saturday
2020-04-05,0,0,4,5,7,9.57,2020,Sunday
2020-04-06,0,1,3,9,13,11.34,2020,Monday
2020-04-07,0,0,2,2,10,11.34,2020,Tuesday
2020-04-08,0,0,2,5,9,11.2,2020,Wednesday
2020-04-09,0,2,5,7,11,12.83,2020,Thursday
2020-04-10,0,1,1,4,10,14.68,2020,Friday
2020-04-11,0,0,2,6,10,16.15,2020,Saturday
2020-04-12,0,1,0,2,11,15.11,2020,Sunday
2020-04-13,0,0,2,3,15,13.92,2020,Monday
2020-04-14,0,0,1,5,12,12.65,2020,Tuesday
2020-04-15,0,0,3,2,11,9.23,2020,Wednesday
2020-04-16,0,3,2,3,10,10.99,2020,Thursday
2020-04-17,0,0,1,5,14,13.11,2020,Friday
2020-04-18,0,1,5,8,12,14.17,2020,Saturday
2020-04-19,0,0,0,4,11,15.96,2020,Sunday
2020-04-20,0,0,1,4,6,13.56,2020,Monday
2020-04-21,0,1,1,3,7,10.41,2020,Tuesday
2020-04-22,0,0,0,2,14,12.41,2020,Wednesday
2020-04-23,0,1,1,5,10,12.87,2020,Thursday
2020-04-24,0,3,4,4,6,12.65,2020,Friday
2020-04-25,0,0,2,4,7,13.09,2020,Saturday
2020-04-26,1,0,6,5,4,13.47,2020,Sunday
2020-04-27,1,1,0,6,6,14.24,2020,Monday
2020-04-28,0,0,3,5,3,13.2,2020,Tuesday
2020-04-29,0,2,0,3,11,14.14,2020,Wednesday
2020-04-30,0,0,1,4,7,14.66,2020,Thursday
2020-05-01,0,1,0,4,4,15.51,2020,Friday
2020-05-02,0,0,2,2,9,15.93,2020,Saturday
2020-05-03,1,0,0,4,7,14.85,2020,Sunday
2020-05-04,0,0,2,3,4,15.16,2020,Monday
2020-05-05,0,3,1,6,5,15.18,2020,Tuesday
2020-05-06,0,1,2,4,10,15.32,2020,Wednesday
2020-05-07,0,1,3,3,7,15.91,2020,Thursday
2020-05-08,0,3,6,2,8,16.52,2020,Friday
2020-05-09,1,2,2,2,2,16.31,2020,Saturday
2020-05-10,0,0,0,5,1,17.82,2020,Sunday
2020-05-11,0,1,1,5,6,15.53,2020,Monday
2020-05-12,0,0,2,2,10,16.33,2020,Tuesday
2020-05-13,0,1,0,1,6,17.74,2020,Wednesday
2020-05-14,0,1,1,5,3,19.45,2020,Thursday
2020-05-15,0,0,0,5,3,16.64,2020,Friday
2020-05-16,0,1,2,3,12,17.22,2020,Saturday
2020-05-17,0,3,1,2,6,19.16,2020,Sunday
2020-05-18,0,0,0,7,6,18.04,2020,Monday
2020-05-19,0,0,1,2,6,17.23,2020,Tuesday
2020-05-20,0,2,2,2,10,16.89,2020,Wednesday
2020-05-21,0,2,0,3,5,17.94,2020,Thursday
2020-05-22,0,0,3,3,5,18.54,2020,Friday
2020-05-23,0,1,0,2,4,18.97,2020,Saturday
2020-05-24,0,0,0,6,4,17.99,2020,Sunday
2020-05-25,0,0,1,3,5,18.63,2020,Monday
2020-05-26,0,1,2,2,5,17.18,2020,Tuesday
2020-05-27,0,1,5,2,7,16.42,2020,Wednesday
2020-05-28,1,0,1,3,6,17.07,2020,Thursday
2020-05-29,0,1,1,6,3,14.68,2020,Friday
2020-05-30,0,2,0,4,3,15.81,2020,Saturday
2020-05-31,0,0,1,6,4,16.73,2020,Sunday
2020-06-01,0,0,4,4,5,18.58,2020,Monday
2020-06-02,0,1,2,2,5,18.52,2020,Tuesday
2020-06-03,0,2,1,0,8,18.01,2020,Wednesday
2020-06-04,0,1,3,1,4,16.56,2020,Thursday
2020-06-05,0,0,2,4,6,17.73,2020,Friday
2020-06-06,0,0,1,4,8,17.99,2020,Saturday
2020-06-07,2,0,0,2,5,18.14,2020,Sunday
2020-06-08,0,1,1,0,7,17.99,2020,Monday
2020-06-09,0,3,1,2,7,16.66,2020,Tuesday
2020-06-10,0,0,1,2,6,15.16,2020,Wednesday
2020-06-11,0,1,0,2,5,15.23,2020,Thursday
2020-06-12,2,1,0,2,7,17.99,2020,Friday
2020-06-13,0,1,3,1,7,18.1,2020,Saturday
2020-06-14,0,0,2,2,7,17.52,2020,Sunday
2020-06-15,0,0,0,2,8,18.29,2020,Monday
2020-06-16,0,0,1,1,8,18.86,2020,Tuesday
2020-06-17,0,0,0,2,9,18.16,2020,Wednesday
2020-06-18,0,1,0,3,6,17.74,2020,Thursday
2020-06-19,0,2,0,3,3,18.35,2020,Friday
2020-06-20,0,0,1,2,6,20.27,2020,Saturday
2020-06-21,0,1,3,4,5,21.81,2020,Sunday
2020-06-22,0,3,1,3,4,23.26,2020,Monday
2020-06-23,0,1,1,3,7,23.48,2020,Tuesday
2020-06-24,0,1,2,6,6,23.83,2020,Wednesday
2020-06-25,0,1,3,2,6,24.09,2020,Thursday
2020-06-26,0,1,0,0,8,23.87,2020,Friday
2020-06-27,2,0,0,0,1,24.06,2020,Saturday
2020-06-28,0,0,0,3,5,24.49,2020,Sunday
2020-06-29,0,1,1,2,6,23.25,2020,Monday
2020-06-30,1,0,1,2,7,23.82,2020,Tuesday
2020-07-01,0,2,1,0,9,24.12,2020,Wednesday
2020-07-02,1,1,2,4,4,24.51,2020,Thursday
2020-07-03,0,2,5,2,13,23.72,2020,Friday
2020-07-04,0,1,1,2,9,22.55,2020,Saturday
2020-07-05,0,0,0,0,7,23.74,2020,Sunday
2020-07-06,0,2,3,4,3,25.21,2020,Monday
2020-07-07,1,1,5,5,6,21.42,2020,Tuesday
2020-07-08,0,1,2,0,13,22.56,2020,Wednesday
2020-07-09,0,0,2,7,10,24.99,2020,Thursday
2020-07-10,0,1,1,5,8,25.15,2020,Friday
2020-07-11,0,0,1,0,4,24.71,2020,Saturday
2020-07-12,0,0,1,4,12,22.48,2020,Sunday
2020-07-13,0,0,1,3,3,21,2020,Monday
2020-07-14,0,0,3,1,6,20.7,2020,Tuesday
2020-07-15,0,2,1,7,15,21.96,2020,Wednesday
2020-07-16,0,2,2,4,7,23.12,2020,Thursday
2020-07-17,0,1,2,1,6,22.14,2020,Friday
2020-07-18,0,0,2,3,5,20.87,2020,Saturday
2020-07-19,0,1,0,1,10,22.17,2020,Sunday
2020-07-20,0,0,1,1,5,24.01,2020,Monday
2020-07-21,0,1,2,4,6,24.23,2020,Tuesday
2020-07-22,0,1,3,1,5,25.19,2020,Wednesday
2020-07-23,0,4,2,4,7,25.33,2020,Thursday
2020-07-24,0,3,0,2,6,23.22,2020,Friday
2020-07-25,1,0,1,3,1,23.79,2020,Saturday
2020-07-26,0,1,3,4,4,24.28,2020,Sunday
2020-07-27,0,0,0,2,3,25.24,2020,Monday
2020-07-28,0,0,5,2,5,25.96,2020,Tuesday
2020-07-29,0,1,1,3,7,26.48,2020,Wednesday
2020-07-30,0,0,2,3,7,27.77,2020,Thursday
2020-07-31,0,3,0,4,1,28.12,2020,Friday
2020-08-01,0,1,4,2,9,28.79,2020,Saturday
2020-08-02,0,0,2,2,2,27.88,2020,Sunday
2020-08-03,0,3,0,8,10,23.7,2020,Monday
2020-08-04,0,0,2,1,4,19.14,2020,Tuesday
2020-08-05,0,1,0,6,6,20.53,2020,Wednesday
2020-08-06,0,1,0,5,2,22.04,2020,Thursday
2020-08-07,0,3,1,2,5,23.43,2020,Friday
2020-08-08,0,0,5,4,4,25.06,2020,Saturday
2020-08-09,0,3,1,1,2,26.12,2020,Sunday
2020-08-10,0,0,2,9,7,27.43,2020,Monday
2020-08-11,1,1,1,4,10,28.25,2020,Tuesday
2020-08-12,0,1,4,3,8,27.72,2020,Wednesday
2020-08-13,0,1,0,4,6,27.52,2020,Thursday
2020-08-14,0,0,0,4,10,26.22,2020,Friday
2020-08-15,0,1,1,2,13,25.56,2020,Saturday
2020-08-16,0,1,1,2,7,25.77,2020,Sunday
2020-08-17,0,1,2,10,8,24.27,2020,Monday
2020-08-18,1,0,0,6,9,22.55,2020,Tuesday
2020-08-19,0,1,1,1,5,23.72,2020,Wednesday
2020-08-20,0,0,1,6,9,25.77,2020,Thursday
2020-08-21,0,1,1,5,3,27.44,2020,Friday
2020-08-22,2,1,2,3,7,26.38,2020,Saturday
2020-08-23,1,0,0,4,4,26.31,2020,Sunday
2020-08-24,0,0,1,1,4,23.61,2020,Monday
2020-08-25,0,1,2,3,3,23.82,2020,Tuesday
2020-08-26,0,1,2,0,2,23.8,2020,Wednesday
2020-08-27,0,0,3,2,15,24.16,2020,Thursday
2020-08-28,1,0,2,2,9,24.46,2020,Friday
2020-08-29,0,4,3,2,9,25.25,2020,Saturday
2020-08-30,0,0,0,1,8,21.57,2020,Sunday
2020-08-31,0,0,1,5,2,17.59,2020,Monday
2020-09-01,0,0,1,1,9,18.72,2020,Tuesday
2020-09-02,0,2,1,1,11,20.58,2020,Wednesday
2020-09-03,0,1,2,3,1,20.55,2020,Thursday
2020-09-04,0,0,0,5,8,21.82,2020,Friday
2020-09-05,0,1,2,4,5,22.19,2020,Saturday
2020-09-06,0,0,1,0,1,21.86,2020,Sunday
2020-09-07,0,1,0,4,9,21.76,2020,Monday
2020-09-08,0,0,1,3,5,22.39,2020,Tuesday
2020-09-09,0,1,1,5,5,23.83,2020,Wednesday
2020-09-10,0,3,1,6,4,24.38,2020,Thursday
2020-09-11,0,2,1,0,7,23.36,2020,Friday
2020-09-12,0,1,1,0,7,22.99,2020,Saturday
2020-09-13,0,1,1,2,5,23.59,2020,Sunday
2020-09-14,0,3,0,1,4,23.46,2020,Monday
2020-09-15,0,0,2,4,6,23.48,2020,Tuesday
2020-09-16,0,0,1,4,6,23.7,2020,Wednesday
2020-09-17,0,1,0,6,11,23.45,2020,Thursday
2020-09-18,0,2,1,2,7,22.6,2020,Friday
2020-09-19,0,1,1,2,6,21.97,2020,Saturday
2020-09-20,0,1,0,1,12,20.89,2020,Sunday
2020-09-21,0,0,0,4,7,20.92,2020,Monday
2020-09-22,0,0,1,1,8,18.52,2020,Tuesday
2020-09-23,1,2,2,5,8,17.68,2020,Wednesday
2020-09-24,1,0,1,1,6,19.5,2020,Thursday
2020-09-25,0,0,2,1,4,16.76,2020,Friday
2020-09-26,0,0,4,0,2,14.45,2020,Saturday
2020-09-27,0,3,0,2,3,11.92,2020,Sunday
2020-09-28,0,0,0,3,13,13.31,2020,Monday
2020-09-29,1,3,1,3,12,15.2,2020,Tuesday
2020-09-30,0,1,0,3,6,16.45,2020,Wednesday
2020-10-01,0,0,4,1,9,15,2020,Thursday
2020-10-02,0,1,3,1,11,17.68,2020,Friday
2020-10-03,0,0,3,0,8,16.03,2020,Saturday
2020-10-04,0,0,1,3,8,15.66,2020,Sunday
2020-10-05,0,0,1,0,7,14.63,2020,Monday
2020-10-06,0,0,2,5,3,14.12,2020,Tuesday
2020-10-07,0,2,1,3,8,15.71,2020,Wednesday
2020-10-08,0,0,0,1,4,14.86,2020,Thursday
2020-10-09,0,0,2,4,7,15.64,2020,Friday
2020-10-10,0,1,3,4,6,14.45,2020,Saturday
2020-10-11,0,1,0,4,4,12.49,2020,Sunday
2020-10-12,0,0,0,7,9,9.91,2020,Monday
2020-10-13,0,2,0,1,9,10.67,2020,Tuesday
2020-10-14,0,0,2,2,9,11.78,2020,Wednesday
2020-10-15,0,1,1,3,10,11.72,2020,Thursday
2020-10-16,0,1,0,2,7,12.03,2020,Friday
2020-10-17,0,1,1,3,7,11.6,2020,Saturday
2020-10-18,0,3,1,0,8,12.21,2020,Sunday
2020-10-19,0,1,1,11,7,11.46,2020,Monday
2020-10-20,0,0,2,8,2,11.8,2020,Tuesday
2020-10-21,0,0,1,1,10,11.33,2020,Wednesday
2020-10-22,0,1,1,1,7,13.17,2020,Thursday
2020-10-23,0,2,1,5,5,14.82,2020,Friday
2020-10-24,0,1,2,4,7,14.55,2020,Saturday
2020-10-25,0,2,1,5,11,12.88,2020,Sunday
2020-10-26,0,1,5,5,5,14.7,2020,Monday
2020-10-27,1,1,1,2,8,12.41,2020,Tuesday
2020-10-28,0,3,1,4,4,10.78,2020,Wednesday
2020-10-29,0,2,1,3,7,11.56,2020,Thursday
2020-10-30,0,1,2,5,13,12.79,2020,Friday
2020-10-31,0,2,0,3,10,12.2,2020,Saturday
2020-11-01,0,0,1,8,11,11.44,2020,Sunday
2020-11-02,0,2,3,4,13,12.08,2020,Monday
2020-11-03,1,0,2,5,12,13.6,2020,Tuesday
2020-11-04,0,1,2,7,10,14.31,2020,Wednesday
2020-11-05,0,2,2,5,14,12.98,2020,Thursday
2020-11-06,0,1,1,8,12,11.88,2020,Friday
2020-11-07,0,0,0,7,10,11.6,2020,Saturday
2020-11-08,0,3,3,1,14,11.55,2020,Sunday
2020-11-09,0,0,1,3,12,12.2,2020,Monday
2020-11-10,0,2,3,5,11,10.8,2020,Tuesday
2020-11-11,0,4,1,6,11,12.22,2020,Wednesday
2020-11-12,0,0,1,9,13,11.99,2020,Thursday
2020-11-13,0,1,1,5,15,11.31,2020,Friday
2020-11-14,0,0,2,8,11,11.13,2020,Saturday
2020-11-15,0,2,1,4,10,12.69,2020,Sunday
2020-11-16,0,2,2,4,22,12.34,2020,Monday
2020-11-17,0,2,0,5,8,10.65,2020,Tuesday
2020-11-18,1,1,1,5,13,8.8,2020,Wednesday
2020-11-19,0,1,3,7,9,8.41,2020,Thursday
2020-11-20,0,1,1,4,12,7.99,2020,Friday
2020-11-21,0,0,0,3,5,6.49,2020,Saturday
2020-11-22,0,0,2,4,11,3.79,2020,Sunday
2020-11-23,0,4,3,3,10,3.82,2020,Monday
2020-11-24,0,1,2,4,10,4.29,2020,Tuesday
2020-11-25,0,1,4,5,17,5.36,2020,Wednesday
2020-11-26,0,1,4,5,10,5.89,2020,Thursday
2020-11-27,0,1,2,6,9,7.52,2020,Friday
2020-11-28,0,3,2,2,11,8.26,2020,Saturday
2020-11-29,1,1,0,9,4,7.62,2020,Sunday
2020-11-30,0,0,1,5,13,5.33,2020,Monday
2020-12-01,1,1,0,2,12,4.83,2020,Tuesday
2020-12-02,1,0,0,2,5,5.45,2020,Wednesday
2020-12-03,0,2,5,6,13,4.4,2020,Thursday
2020-12-04,0,0,1,8,8,6.61,2020,Friday
2020-12-05,0,0,4,5,9,11.86,2020,Saturday
2020-12-06,0,0,2,2,9,8.09,2020,Sunday
2020-12-07,0,2,1,2,4,5.6,2020,Monday
2020-12-08,0,0,3,2,19,7.95,2020,Tuesday
2020-12-09,0,0,3,2,7,7.06,2020,Wednesday
2020-12-10,1,1,2,5,5,6.21,2020,Thursday
2020-12-11,0,1,1,4,8,5.55,2020,Friday
2020-12-12,0,0,1,6,10,5.64,2020,Saturday
2020-12-13,0,0,0,2,5,4.75,2020,Sunday
2020-12-14,0,2,1,3,9,4.2,2020,Monday
2020-12-15,0,1,0,2,6,4.55,2020,Tuesday
2020-12-16,0,1,1,1,12,6.92,2020,Wednesday
2020-12-17,0,1,0,5,9,9.32,2020,Thursday
2020-12-18,0,3,4,4,6,8.1,2020,Friday
2020-12-19,0,1,1,3,10,8.23,2020,Saturday
2020-12-20,0,0,0,0,9,8.05,2020,Sunday
2020-12-21,0,1,1,4,10,6.37,2020,Monday
2020-12-22,1,1,2,3,10,9.4,2020,Tuesday
2020-12-23,0,1,5,6,7,10.46,2020,Wednesday
2020-12-24,0,1,2,5,6,11.32,2020,Thursday
2020-12-25,0,2,0,1,13,8.01,2020,Friday
2020-12-26,1,0,1,4,5,4.21,2020,Saturday
2020-12-27,0,0,1,3,9,1.94,2020,Sunday
2020-12-28,0,0,2,6,8,6.12,2020,Monday
2020-12-29,0,0,2,3,8,6.7,2020,Tuesday
2020-12-30,0,2,2,3,6,5.27,2020,Wednesday
2020-12-31,0,2,2,5,6,3.77,2020,Thursday
2021-01-01,0,1,2,4,9,5.86,2021,Friday
2021-01-02,1,1,1,3,4,7.3,2021,Saturday
2021-01-03,0,1,0,3,13,6.3,2021,Sunday
2021-01-04,0,0,2,7,8,4.83,2021,Monday
2021-01-05,0,1,1,5,11,3.58,2021,Tuesday
2021-01-06,0,0,0,4,7,3.72,2021,Wednesday
2021-01-07,1,0,1,9,8,3.65,2021,Thursday
2021-01-08,0,2,4,5,8,3.14,2021,Friday
2021-01-09,0,1,1,3,8,2.15,2021,Saturday
2021-01-10,0,0,0,5,6,2.22,2021,Sunday
2021-01-11,0,0,0,1,6,1.36,2021,Monday
2021-01-12,0,0,1,0,8,0.72,2021,Tuesday
2021-01-13,0,1,4,1,6,3.03,2021,Wednesday
2021-01-14,0,1,3,6,9,3.67,2021,Thursday
2021-01-15,0,0,2,3,7,2.92,2021,Friday
2021-01-16,0,1,0,7,4,1.85,2021,Saturday
2021-01-17,1,2,3,7,5,1.02,2021,Sunday
2021-01-18,0,1,4,2,9,2.1,2021,Monday
2021-01-19,0,1,2,3,7,2.23,2021,Tuesday
2021-01-20,1,1,0,0,6,5.43,2021,Wednesday
2021-01-21,0,1,1,8,12,8.32,2021,Thursday
2021-01-22,0,1,2,3,5,10.34,2021,Friday
2021-01-23,0,0,1,5,4,7.67,2021,Saturday
2021-01-24,0,2,1,3,12,6.21,2021,Sunday
2021-01-25,0,0,2,2,9,3.71,2021,Monday
2021-01-26,0,0,0,1,8,2.81,2021,Tuesday
2021-01-27,0,1,0,5,8,2.19,2021,Wednesday
2021-01-28,0,2,0,3,12,3.06,2021,Thursday
2021-01-29,0,1,3,4,4,7.02,2021,Friday
2021-01-30,0,1,3,5,17,7.86,2021,Saturday
2021-01-31,0,0,0,5,8,7.58,2021,Sunday
2021-02-01,0,1,2,2,6,6.28,2021,Monday
2021-02-02,0,1,2,5,6,7.5,2021,Tuesday
2021-02-03,0,2,0,2,5,8.97,2021,Wednesday
2021-02-04,0,1,0,0,9,11.12,2021,Thursday
2021-02-05,0,1,2,2,8,9.48,2021,Friday
2021-02-06,0,1,1,7,10,9.01,2021,Saturday
2021-02-07,0,1,3,2,8,9.83,2021,Sunday
2021-02-08,0,0,1,5,7,8.36,2021,Monday
2021-02-09,0,1,2,3,5,9.38,2021,Tuesday
2021-02-10,0,0,2,3,7,9.45,2021,Wednesday
2021-02-11,0,0,2,5,10,7.71,2021,Thursday
2021-02-12,0,1,0,4,10,4.13,2021,Friday
2021-02-13,0,0,1,5,7,-0.58,2021,Saturday
2021-02-14,0,1,0,1,6,0.43,2021,Sunday
2021-02-15,0,0,3,2,8,1.11,2021,Monday
2021-02-16,0,1,1,5,8,2.89,2021,Tuesday
2021-02-17,0,1,1,5,9,6.74,2021,Wednesday
2021-02-18,0,2,1,4,8,8.63,2021,Thursday
2021-02-19,0,0,0,4,12,8.2,2021,Friday
2021-02-20,0,0,1,6,8,9.58,2021,Saturday
2021-02-21,1,1,1,2,5,8.37,2021,Sunday
2021-02-22,1,1,1,5,7,9.27,2021,Monday
2021-02-23,0,0,2,3,8,9.45,2021,Tuesday
2021-02-24,0,0,0,7,2,9.86,2021,Wednesday
2021-02-25,0,0,3,4,6,11.32,2021,Thursday
2021-02-26,0,1,3,2,4,11.12,2021,Friday
2021-02-27,0,2,3,5,3,9.61,2021,Saturday
2021-02-28,0,2,1,0,5,6.67,2021,Sunday
2021-03-01,0,1,2,2,4,5.48,2021,Monday
2021-03-02,0,1,1,4,14,6.83,2021,Tuesday
2021-03-03,0,2,2,2,6,7.91,2021,Wednesday
2021-03-04,0,2,2,3,6,7.44,2021,Thursday
2021-03-05,1,0,1,3,3,8.69,2021,Friday
2021-03-06,0,3,1,2,6,6.55,2021,Saturday
2021-03-07,0,0,1,2,6,6.29,2021,Sunday
2021-03-08,0,0,2,4,8,7.69,2021,Monday
2021-03-09,0,0,1,2,6,7.64,2021,Tuesday
2021-03-10,0,1,4,6,5,7.46,2021,Wednesday
2021-03-11,0,2,2,4,5,7.92,2021,Thursday
2021-03-12,1,1,3,4,7,11.07,2021,Friday
2021-03-13,1,0,2,4,8,9.9,2021,Saturday
2021-03-14,0,1,2,2,5,8.87,2021,Sunday
2021-03-15,1,2,2,1,4,7.87,2021,Monday
2021-03-16,0,0,1,2,9,7.6,2021,Tuesday
2021-03-17,0,0,0,5,6,6.19,2021,Wednesday
2021-03-18,0,2,0,1,4,4.49,2021,Thursday
2021-03-19,0,1,2,3,2,3.32,2021,Friday
2021-03-20,0,0,0,3,9,3.95,2021,Saturday
2021-03-21,0,0,0,1,5,4.46,2021,Sunday
2021-03-22,0,0,4,7,8,6.05,2021,Monday
2021-03-23,0,0,1,2,2,6.34,2021,Tuesday
2021-03-24,0,0,0,3,9,8.69,2021,Wednesday
2021-03-25,0,1,2,6,13,10.05,2021,Thursday
2021-03-26,0,0,0,5,8,9.44,2021,Friday
2021-03-27,0,1,0,4,13,10.18,2021,Saturday
2021-03-28,1,1,0,2,7,11.87,2021,Sunday
2021-03-29,0,1,1,6,11,13.87,2021,Monday
2021-03-30,0,2,3,5,4,14.67,2021,Tuesday
2021-03-31,0,2,2,3,8,16.45,2021,Wednesday
2021-04-01,0,3,1,1,11,16.27,2021,Thursday
2021-04-02,0,1,1,1,4,13.16,2021,Friday
2021-04-03,0,0,1,3,8,11.29,2021,Saturday
2021-04-04,0,4,1,4,1,9.2,2021,Sunday
2021-04-05,0,0,1,1,10,8.46,2021,Monday
2021-04-06,0,0,3,6,6,6.48,2021,Tuesday
2021-04-07,0,1,1,1,7,5.57,2021,Wednesday
2021-04-08,0,0,2,3,5,6.41,2021,Thursday
2021-04-09,0,1,2,10,3,8.19,2021,Friday
2021-04-10,0,1,1,6,6,9.06,2021,Saturday
2021-04-11,2,1,3,1,11,11.22,2021,Sunday
2021-04-12,0,0,0,7,13,11.28,2021,Monday
2021-04-13,0,1,0,4,8,7.1,2021,Tuesday
2021-04-14,0,1,2,2,10,7.02,2021,Wednesday
2021-04-15,0,1,1,2,10,7.26,2021,Thursday
2021-04-16,0,1,2,2,3,7.16,2021,Friday
2021-04-17,0,2,0,4,6,7.34,2021,Saturday
2021-04-18,0,0,1,6,4,7.7,2021,Sunday
2021-04-19,0,2,2,4,9,8.45,2021,Monday
2021-04-20,0,1,1,2,11,10.01,2021,Tuesday
2021-04-21,1,0,0,7,9,10.49,2021,Wednesday
2021-04-22,0,1,0,6,8,11.35,2021,Thursday
2021-04-23,0,1,0,5,5,11.39,2021,Friday
2021-04-24,0,0,0,2,5,13.52,2021,Saturday
2021-04-25,0,1,2,2,9,14.61,2021,Sunday
2021-04-26,0,1,2,6,9,13.7,2021,Monday
2021-04-27,0,0,2,3,6,13,2021,Tuesday
2021-04-28,0,0,1,6,8,12.77,2021,Wednesday
2021-04-29,0,2,1,4,4,13.64,2021,Thursday
2021-04-30,0,0,2,6,10,15.49,2021,Friday
2021-05-01,0,1,0,4,14,15.12,2021,Saturday
2021-05-02,0,2,1,6,1,13.11,2021,Sunday
2021-05-03,0,1,1,1,6,12.99,2021,Monday
2021-05-04,0,1,2,2,6,12.73,2021,Tuesday
2021-05-05,0,2,1,6,6,13.81,2021,Wednesday
2021-05-06,0,1,3,7,6,13.98,2021,Thursday
2021-05-07,0,0,3,6,9,14.66,2021,Friday
2021-05-08,1,0,1,2,4,14.8,2021,Saturday
2021-05-09,0,1,3,3,5,17.28,2021,Sunday
2021-05-10,0,2,4,6,6,18.3,2021,Monday
2021-05-11,0,2,1,7,4,14.33,2021,Tuesday
2021-05-12,0,0,1,1,10,13.25,2021,Wednesday
2021-05-13,0,0,3,5,6,12.96,2021,Thursday
2021-05-14,0,0,3,2,7,12.89,2021,Friday
2021-05-15,0,1,0,3,5,13.6,2021,Saturday
2021-05-16,0,1,2,2,9,14.12,2021,Sunday
2021-05-17,0,0,0,2,5,14.7,2021,Monday
2021-05-18,1,2,1,2,2,13.87,2021,Tuesday
2021-05-19,0,1,1,2,3,14.88,2021,Wednesday
2021-05-20,0,1,0,4,4,14.86,2021,Thursday
2021-05-21,0,0,3,5,3,15.09,2021,Friday
2021-05-22,0,2,1,3,6,15.7,2021,Saturday
2021-05-23,0,0,2,2,4,17.81,2021,Sunday
2021-05-24,0,1,2,2,6,16.59,2021,Monday
2021-05-25,0,0,2,2,9,14.87,2021,Tuesday
2021-05-26,1,3,0,3,4,15.23,2021,Wednesday
2021-05-27,0,2,3,4,9,15.7,2021,Thursday
2021-05-28,0,2,0,5,3,18.05,2021,Friday
2021-05-29,0,1,1,3,3,19.07,2021,Saturday
2021-05-30,0,2,0,0,2,17.16,2021,Sunday
2021-05-31,0,1,0,3,6,16.63,2021,Monday
2021-06-01,0,0,0,3,9,18.1,2021,Tuesday
2021-06-02,0,1,2,1,5,19.64,2021,Wednesday
2021-06-03,0,0,0,1,6,20.8,2021,Thursday
2021-06-04,0,1,2,3,7,21.53,2021,Friday
2021-06-05,0,3,1,1,5,19.09,2021,Saturday
2021-06-06,0,0,0,4,7,19.51,2021,Sunday
2021-06-07,0,1,1,2,5,19.15,2021,Monday
2021-06-08,0,1,3,1,4,18.87,2021,Tuesday
2021-06-09,0,0,1,5,4,20.08,2021,Wednesday
2021-06-10,0,0,2,2,11,20.82,2021,Thursday
2021-06-11,0,0,1,2,6,20.74,2021,Friday
2021-06-12,0,1,1,0,6,22.05,2021,Saturday
2021-06-13,0,0,1,3,0,23.25,2021,Sunday
2021-06-14,0,0,0,2,3,24.02,2021,Monday
2021-06-15,1,0,1,8,6,23.58,2021,Tuesday
2021-06-16,1,0,2,2,9,24.03,2021,Wednesday
2021-06-17,0,1,4,6,6,24.08,2021,Thursday
2021-06-18,0,0,2,0,4,23.77,2021,Friday
2021-06-19,0,1,0,2,11,23.77,2021,Saturday
2021-06-20,0,0,1,5,5,24.87,2021,Sunday
2021-06-21,0,1,1,1,6,24.32,2021,Monday
2021-06-22,1,1,2,1,10,23.93,2021,Tuesday
2021-06-23,0,2,1,1,3,25.86,2021,Wednesday
2021-06-24,1,1,0,1,6,24.09,2021,Thursday
2021-06-25,0,0,2,2,3,21.88,2021,Friday
2021-06-26,1,0,3,2,6,23.81,2021,Saturday
2021-06-27,0,0,1,2,4,25.95,2021,Sunday
