sc,model,coef,true,meanest,bias,empse,mse,modse,seerr,cover,becover
14,glm,2,-0.4,-0.391710402004854,0.00828959799514573,0.365689567495064,0.13378420432367,0.364282628662878,-0.384735840790551,0.9461,0.9461
14,glm,3,1,0.997076142846169,-0.00292385715383148,0.351772991118287,0.123740411797234,0.34731543162337,-1.26716934143978,0.9477,0.9475
15,cirls,1,5,5.04170268666412,0.0417026866641157,0.71351814571922,0.510796347531173,0.712286210184516,-0.172656510853386,0.9459,0.947
15,cirls,2,-0.3,0.182089426154611,0.48208942615461,0.348871644190533,0.354109467787876,0.445881575246257,27.8067686701252,0,0.9838
15,cirls,3,1,0.77214245575306,-0.22785754424694,0.717547114344568,0.566741434388333,0.725329740025592,1.0846152852461,0.9121,0.9443
15,glm,1,5,4.99885235451968,-0.00114764548032387,0.716900312493369,0.513895980537433,0.714460406431909,-0.340341051459947,0.947,0.9472
15,glm,2,-0.3,-0.299459392284043,0.000540607715957431,0.776867227728683,0.6034626295066,0.774356533177719,-0.323181936545869,0.9462,0.9462
15,glm,3,1,1.00064263731239,0.00064263731238956,0.785867189950906,0.617525894500025,0.785035693397366,-0.105806243621398,0.9462,0.9463
16,cirls,1,5,4.99427929753488,-0.00572070246512268,0.315175617909389,0.0993584629942471,0.316229766496247,0.334463875680102,0.9495,0.9498
16,cirls,2,-0.3,0.0422366132965548,0.342236613296555,0.113622691452292,0.130034724481957,0.184483318375534,62.3648551337086,0,0.9793
16,cirls,3,1,0.818816579849792,-0.181183420150208,0.317504170198126,0.133626248940718,0.325201502616549,2.42432482496848,0.8701,0.9437
16,glm,1,5,4.99545118112309,-0.00454881887691183,0.3151893454551,0.0993550808092408,0.316238586724467,0.332892365968673,0.9489,0.9492
16,glm,2,-0.3,-0.297065008132796,0.00293499186720386,0.362089333954791,0.131104189072508,0.360469567053103,-0.447339026531579,0.9493,0.9491
16,glm,3,1,0.99879234877639,-0.00120765122360977,0.36726923878145,0.134874663507208,0.364322979302689,-0.802206982685461,0.946,0.9461
17,cirls,1,5,5.0741893836236,0.0741893836235974,0.707088250631986,0.505427861444833,0.715717785749423,1.22043254285789,0.9439,0.9478
17,cirls,2,-0.2,0.249836400912095,0.449836400912095,0.428822466796329,0.386223106744033,0.517454042834125,20.6685943252811,0,0.9847
17,cirls,3,1,0.761925408498083,-0.238074591501917,0.753120115835897,0.623812701004592,0.768216129669201,2.00446296890486,0.9116,0.9457
17,glm,1,5,5.00114586925265,0.00114586925265314,0.718729080679738,0.516521147281944,0.724554225980254,0.810478587426444,0.9474,0.9475
17,glm,2,-0.2,-0.197391253867361,0.00260874613263851,0.851763388454773,0.72543512538135,0.863340610915948,1.3592063967645,0.9513,0.9511
17,glm,3,1,1.00010964543394,0.000109645433941319,0.849693619185184,0.721907060581489,0.85189499861629,0.25907920000825,0.9473,0.9474
18,cirls,1,5,4.99362694859979,-0.00637305140020672,0.322144981922861,0.103807627423293,0.316415245125918,-1.7786205337556,0.9446,0.9446
18,cirls,2,-0.2,0.0740578516170596,0.27405785161706,0.156090059675556,0.0994693763518039,0.212145464907261,35.9122197455878,0,0.9842
18,cirls,3,1,0.873324467217653,-0.126675532782347,0.326892027456166,0.122894402380333,0.336579705183029,2.96357112232188,0.9092,0.9475
18,glm,1,5,4.99699271515291,-0.00300728484708745,0.322167844300105,0.103790784451138,0.316398065602428,-1.790923209674,0.9443,0.944
18,glm,2,-0.2,-0.198592341254327,0.00140765874567295,0.383546623535602,0.147095283127463,0.381502675089366,-0.532907427888241,0.9521,0.9526
18,glm,3,1,1.00491131350689,0.00491131350688723,0.367126556386284,0.134792551213574,0.369762152462472,0.717898509475989,0.9489,0.9492
19,cirls,1,5,4.99715866884528,-0.0028413311547153,0.717085998244638,0.514168980808351,0.719141698291681,0.286674130031206,0.9487,0.9488
19,cirls,2,-0.1,0.248395313869064,0.348395313869064,0.40464005556103,0.2850964959329,0.467203437808135,15.4614901286433,0,0.9836
19,cirls,3,1,0.76869290220803,-0.23130709779197,0.786820731019748,0.672527927565119,0.803782506371029,2.15573569462231,0.9138,0.9441
19,glm,1,5,4.99299472544397,-0.00700527455603162,0.717053004491005,0.514162668620058,0.719063238702065,0.280346668721787,0.9485,0.9485
19,glm,2,-0.1,-0.113491103874988,-0.0134911038749878,0.757828418062384,0.574428490715578,0.763339984641244,0.727284230505965,0.947,0.9468
19,glm,3,1,1.01195727768888,0.0119572776888848,0.897062952184548,0.804784444477769,0.900393564024375,0.371279611059117,0.9457,0.9458
20,cirls,1,5,5.01310889047391,0.0131088904739096,0.317543072490172,0.100995362535667,0.317017380082314,-0.165549953187771,0.9485,0.9485
20,cirls,2,-0.1,0.100130117709343,0.200130117709343,0.176851413400923,0.0713253587940176,0.213831458454293,20.9102343838982,0,0.9829
20,cirls,3,1,0.907831107891281,-0.0921688921087186,0.333009049840227,0.119379042445312,0.333861517350865,0.255989292497483,0.9173,0.9478
20,glm,1,5,4.99831731941313,-0.0016826805868746,0.318335916188536,0.101330453173998,0.31778250464165,-0.17384514870693,0.9482,0.9484
20,glm,2,-0.1,-0.0938647102796116,0.00613528972038842,0.356277454673661,0.126958573126225,0.359741165276848,0.972194720083897,0.9506,0.9501
20,glm,3,1,0.997211533161261,-0.00278846683873901,0.360881387696213,0.130230127995257,0.359509556929218,-0.380133421607765,0.9492,0.9484
21,cirls,1,5,4.9741715691026,-0.0258284308974037,0.709981938434674,0.50469105331079,0.714183941967019,0.591846539308927,0.9459,0.9467
21,cirls,2,0,0.340114469341084,0.340114469341084,0.496231825480226,0.361899252272143,0.550936525362412,11.024020845347,0,0.9852
21,cirls,3,1,0.933899420311558,-0.0661005796884415,0.75386822328605,0.572629752985806,0.755751581915932,0.249825973785178,0.9424,0.944
21,glm,1,5,5.01050420335316,0.0105042033531566,0.714552718502372,0.510644867248463,0.717753765288394,0.447979092813577,0.946,0.9461
21,glm,2,0,-0.00262879297994966,-0.00262879297994966,0.856809231208354,0.734055557030514,0.867708087607848,1.27202835853242,0.9502,0.9497
21,glm,3,1,1.01108790912114,0.0110879091211364,0.772148128591842,0.596276052943314,0.770727681923682,-0.183960384745219,0.9464,0.9461
22,cirls,1,5,5.00178556042316,0.00178556042316025,0.316362060583521,0.100078133107338,0.316775558563348,0.130704035453588,0.9487,0.9492
22,cirls,2,0,0.139391577862213,0.139391577862213,0.202090767874279,0.0602666063710873,0.223323681217951,10.5066221317348,0,0.9846
22,cirls,3,1,0.936152485670925,-0.0638475143290751,0.343853153161464,0.122299672525989,0.343908524087297,0.0161030734558087,0.9302,0.9459
22,glm,1,5,4.99996112192388,-3.88780761220175e-05,0.316357738872624,0.10007221223421,0.31678053350735,0.133644473573535,0.9493,0.9493
22,glm,2,0,0.000394993610376889,0.000394993610376889,0.348635905631751,0.121534996016154,0.351071875344201,0.698714525124933,0.9514,0.9515
22,glm,3,1,1.00137853284462,0.00137853284462164,0.368616319665194,0.135866303677204,0.366642804346186,-0.535384684216145,0.9485,0.9487
23,cirls,1,5,4.99623737160127,-0.00376262839872776,0.705479122274286,0.497665179258168,0.708842667604026,0.476774609416708,0.9503,0.9503
23,cirls,2,0.1,0.402328068073416,0.302328068073416,0.546550664152167,0.39009001746733,0.57213476582127,4.68101190743047,0.8688,0.9826
23,cirls,3,1,0.857793484592748,-0.142206515407252,0.672192877358659,0.47202077306955,0.678611136467919,0.954824028258061,0.9256,0.9464
23,glm,1,5,5.00718647621447,0.00718647621446777,0.706225787586436,0.498756633006157,0.709259281673095,0.42953601241702,0.9495,0.9496
23,glm,2,0.1,0.108277574003878,0.00827757400387795,0.868085091359134,0.753564886898802,0.873413729518315,0.613838229941011,0.9464,0.9462
23,glm,3,1,0.990757947977104,-0.00924205202289607,0.737758845429796,0.544319100724099,0.741286182003531,0.478115117912226,0.9485,0.9481
24,cirls,1,5,4.99801767692293,-0.00198232307707258,0.319930019642384,0.102348911551412,0.316874267716724,-0.955131353124195,0.9453,0.9453
24,cirls,2,0.1,0.196453558612262,0.0964535586122623,0.242497947639806,0.068102663053026,0.249241537968491,2.78088552679285,0.9502,0.9832
24,cirls,3,1,0.947981961926284,-0.0520180380737157,0.316115943020734,0.102625172787983,0.321629226309409,1.74406998773677,0.9421,0.9536
24,glm,1,5,5.00212217979359,0.00212217979358886,0.320058068701316,0.102431427271159,0.317072056159254,-0.932959620164608,0.9468,0.9468
24,glm,2,0.1,0.0935928565497266,-0.00640714345027345,0.363212577488391,0.131951235595308,0.369064417363804,1.61113360001974,0.952,0.9526
24,glm,3,1,0.998976778317292,-0.0010232216827083,0.343275358539332,0.117827234965741,0.34879347076998,1.60748859286841,0.9545,0.9545
25,cirls,1,5,5.01508033430467,0.0150803343046713,0.710405687948435,0.504853190328082,0.707150188483149,-0.458259206044298,0.9468,0.947
25,cirls,2,0.2,0.432670114586796,0.232670114586796,0.529518584131067,0.334497274168909,0.53393544192288,0.834127058838008,0.9356,0.9845
25,cirls,3,1,0.883384452697663,-0.116615547302337,0.780944144299339,0.623411955012398,0.781696040856375,0.0962804526450034,0.9368,0.9474
25,glm,1,5,5.00762519331818,0.00762519331817924,0.71065315111205,0.505035541968507,0.707294304017647,-0.472642257217393,0.9466,0.9465
25,glm,2,0.2,0.213422440578029,0.0134224405780287,0.788683299104242,0.622139306062393,0.786610445737882,-0.262824554382535,0.948,0.9486
25,glm,3,1,0.988754534700345,-0.0112454652996548,0.830002366453217,0.688961498414913,0.829495260249365,-0.0610969587976351,0.945,0.945
26,cirls,1,5,5.00444845189993,0.00444845189993259,0.31858362281107,0.10150516389526,0.316913495510456,-0.524235139859708,0.9508,0.9513
26,cirls,2,0.2,0.274008972736348,0.0740089727363482,0.282445801915237,0.0852449815019291,0.267117833564512,-5.4268706586496,0.9628,0.979
26,cirls,3,1,0.95832510252334,-0.0416748974766596,0.361928153388863,0.132715686096341,0.357904481767775,-1.11173214446366,0.9438,0.953
26,glm,1,5,5.00132631735141,0.00132631735140976,0.318776815904425,0.101610255610044,0.317147697537009,-0.511052964373537,0.9515,0.9514
26,glm,2,0.2,0.209093486488729,0.0090934864887291,0.368418664738297,0.135801430792818,0.368779893332701,0.0980483968314516,0.9486,0.9492
26,glm,3,1,0.995658674908587,-0.00434132509141305,0.386754478414612,0.149582915774651,0.386618078220703,-0.0352679028999492,0.9512,0.9512
27,cirls,1,5,5.00787254889615,0.00787254889614886,0.70905263289266,0.502767337674514,0.709663461407453,0.086147133013359,0.9471,0.9474
27,cirls,2,0.3,0.49830727703914,0.19830727703914,0.578522686250843,0.373980805783719,0.564755245863945,-2.37975808280205,0.9539,0.9806
27,cirls,3,1,0.878022494315397,-0.121977505684603,0.787131402251504,0.634392398719016,0.79142593138702,0.545592403407125,0.9377,0.9494
27,glm,1,5,5.00014564659904,0.000145646599036375,0.709388239043084,0.50318137173821,0.709995313433994,0.0855771716385956,0.9478,0.9479
27,glm,2,0.3,0.295980781186416,-0.00401921881358397,0.824690533966261,0.680062619485748,0.814902948816607,-1.1868191456718,0.9429,0.9424
27,glm,3,1,0.998156153259962,-0.00184384674003779,0.858717423857982,0.737325274246686,0.864945938137263,0.725327576480095,0.9487,0.9486
28,cirls,1,5,4.99784936861564,-0.00215063138435756,0.320846377501339,0.102936728931288,0.318937255004185,-0.595026975844959,0.9498,0.95
28,cirls,2,0.3,0.348082553371879,0.0480825533718787,0.309395334045306,0.0980278321204933,0.287215294260625,-7.16883460868006,0.9733,0.9813
28,cirls,3,1,0.975827418387379,-0.0241725816126206,0.349983106930169,0.123060240020799,0.343978754329341,-1.71561212010901,0.9503,0.9542
28,glm,1,5,5.00007151030397,7.15103039672371e-05,0.321004356011228,0.103033497312249,0.31914332944323,-0.579751188152933,0.9499,0.9499
28,glm,2,0.3,0.301666881230706,0.00166688123070624,0.377699263610194,0.142645246551347,0.377813868226163,0.0303428221895441,0.9533,0.9533
28,glm,3,1,1.00050582310857,0.00050582310857239,0.368238762358904,0.135586481982024,0.367936035727258,-0.0822093333430307,0.9476,0.9477
29,cirls,1,5,4.99824698058216,-0.00175301941784411,0.719292064150005,0.5173324085189,0.712792181711081,-0.903649958463637,0.9459,0.9458
29,cirls,2,0.4,0.584706647037124,0.184706647037124,0.634140108213292,0.436210008936778,0.620950825817275,-2.07986882160455,0.9629,0.9816
29,cirls,3,1,0.889867565793306,-0.110132434206694,0.771306619589182,0.60698356309624,0.767604037909157,-0.480040179351326,0.9365,0.9499
29,glm,1,5,4.99706070074336,-0.00293929925663505,0.719306759189335,0.517359113074202,0.712863871868588,-0.895707879626784,0.9451,0.9451
29,glm,2,0.4,0.400116616014565,0.00011661601456503,0.872753127812786,0.761621865904085,0.87794188370193,0.594527332390915,0.9476,0.9476
29,glm,3,1,1.00302036109671,0.003020361096715,0.852959387153823,0.727476084743367,0.856709871873331,0.43970261374604,0.9483,0.9481
30,cirls,1,5,4.99742802030235,-0.00257197969764889,0.320706307027832,0.102848865193458,0.319353222495029,-0.421907677882039,0.9489,0.9491
30,cirls,2,0.4,0.423876087650109,0.0238760876501085,0.326230148798069,0.106985534935288,0.295309988510845,-9.47802047148105,0.972,0.9755
30,cirls,3,1,0.98666080039637,-0.0133391996036301,0.37348284258741,0.139653419009867,0.362469464633809,-2.94883102990816,0.9456,0.9465
30,glm,1,5,4.99854890128997,-0.00145109871002891,0.320769048735337,0.102884599035777,0.319505689611816,-0.393853187675774,0.9496,0.9498
30,glm,2,0.4,0.39732350655928,-0.00267649344071985,0.369972959857584,0.136873466643817,0.369494040510851,-0.129447121464388,0.9499,0.9503
30,glm,3,1,1.00018487050943,0.000184870509428059,0.384440269641322,0.147779575666906,0.379728849036977,-1.22552733841877,0.9448,0.9447
31,cirls,1,5,5.00829189523011,0.00829189523010676,0.714708817062866,0.510826367844589,0.715012519929984,0.042493230790952,0.9466,0.9468
31,cirls,2,0.5,0.631184511082041,0.131184511082041,0.645026323607441,0.433226728198551,0.61557643860697,-4.56568730959174,0.9676,0.979
31,cirls,3,1,0.938409311289511,-0.0615906887104887,0.72945210921886,0.535840582541712,0.721988327962738,-1.02320373905215,0.9427,0.9478
31,glm,1,5,4.99704516120991,-0.00295483879008618,0.716034765744329,0.512663246248237,0.716394369688609,0.0502215760299851,0.9476,0.9475
31,glm,2,0.5,0.477633478093955,-0.022366521906045,0.851961932687419,0.726266812137181,0.850535469241359,-0.167432767983022,0.9453,0.9453
31,glm,3,1,1.00654840877496,0.00654840877496476,0.770756642538681,0.594049277094782,0.767553553243094,-0.415577254713817,0.9459,0.946
32,cirls,1,5,4.99617806649775,-0.00382193350225002,0.313687231806875,0.0984044466064159,0.316545679306666,0.911241265169282,0.9512,0.9515
32,cirls,2,0.5,0.522432980769768,0.0224329807697683,0.344958938982681,0.119488008543316,0.311644972930761,-9.65737143967539,0.9711,0.9748
32,cirls,3,1,0.988024135545682,-0.0119758644543176,0.346606634022823,0.120267566462184,0.338580685343949,-2.31557849476863,0.9486,0.9494
32,glm,1,5,4.99687158337965,-0.00312841662034646,0.313703736091405,0.0984099800248526,0.31665156297503,0.939684978047617,0.9512,0.9519
32,glm,2,0.5,0.507130203366118,0.00713020336611758,0.373531033036656,0.139562319898209,0.371856265152834,-0.448361109438911,0.9479,0.9483
32,glm,3,1,0.99508700013213,-0.00491299986787008,0.353236398627879,0.124787613287964,0.351306953333817,-0.546219274558546,0.9445,0.9441
33,cirls,1,5,5.00705186301982,0.00705186301982241,0.715601172592013,0.512083558483293,0.708765885013171,-0.955181159651153,0.944,0.9443
33,cirls,2,0.6,0.747674379485475,0.147674379485474,0.721579534989282,0.542432679969237,0.678130369796769,-6.02139654544922,0.9681,0.9801
33,cirls,3,1,0.949567136032952,-0.0504328639670485,0.704652030199203,0.499028303983411,0.696475706442127,-1.16033494642246,0.9439,0.9479
33,glm,1,5,4.99841932791166,-0.00158067208833934,0.716476639474509,0.513289939559445,0.709837112349344,-0.9266913614985,0.9458,0.9454
33,glm,2,0.6,0.605859156767108,0.00585915676710802,0.919300274984563,0.845062814005155,0.917907022642329,-0.151555740833087,0.9462,0.9462
33,glm,3,1,0.991698936873709,-0.00830106312629086,0.724344478673455,0.524691363941368,0.720272110744495,-0.56221425700913,0.9464,0.9463
34,cirls,1,5,5.00031580100979,0.000315801009786121,0.318385675663762,0.101359401254301,0.31707688358108,-0.411071283264675,0.9473,0.9473
34,cirls,2,0.6,0.607549685465358,0.00754968546535761,0.36556295882916,0.133679910990869,0.328513256690264,-10.1349716222783,0.9702,0.9708
34,cirls,3,1,0.992007814651328,-0.00799218534867219,0.35440196612498,0.12565206854454,0.349566824248853,-1.36431011627698,0.9528,0.9541
34,glm,1,5,4.99987879265292,-0.000121207347081764,0.318447509392095,0.101398690047626,0.317214878864063,-0.387074946946575,0.9466,0.9467
34,glm,2,0.6,0.598053815025374,-0.00194618497462606,0.384548837981301,0.147866808647845,0.381067292807355,-0.905358391465461,0.9479,0.948
34,glm,3,1,0.996328231386398,-0.00367176861360186,0.358399778435916,0.128451038027547,0.360404007837645,0.55921613860237,0.9511,0.9515
35,cirls,1,5,4.99833180627332,-0.00166819372668403,0.716086369281118,0.512731193171696,0.709807186545823,-0.876875053717152,0.9463,0.9464
35,cirls,2,0.7,0.801107127164876,0.101107127164876,0.711902614571007,0.516977303263307,0.654315814182397,-8.08914017309966,0.9693,0.9779
35,cirls,3,1,0.912906933320624,-0.0870930666793757,0.98707549178724,0.981805796947992,0.961746700739449,-2.56604396102774,0.947,0.9534
35,glm,1,5,4.99381717007472,-0.00618282992528307,0.716356313813116,0.513153279088967,0.71022232407049,-0.856276356381269,0.946,0.9459
35,glm,2,0.7,0.698852402606391,-0.00114759739360959,0.863772559689982,0.746029741549674,0.859009961180866,-0.551371823020785,0.9465,0.9465
35,glm,3,1,0.986542018461026,-0.0134579815389743,1.04977633230369,1.10210126209731,1.04197316816892,-0.74331682803761,0.9436,0.9438
36,cirls,1,5,5.00168650838844,0.00168650838844098,0.311009552355692,0.0967201132728669,0.316354333550192,1.71852637773235,0.95,0.9502
36,cirls,2,0.7,0.708456314452091,0.00845631445209105,0.360890592414786,0.130300504745639,0.329110392747201,-8.80604824163973,0.9635,0.9627
36,cirls,3,1,0.997817584363948,-0.00218241563605193,0.377975141951649,0.142855684350584,0.367740973702568,-2.70762997699741,0.9518,0.9522
36,glm,1,5,5.00160787192138,0.00160787192138034,0.311020991182609,0.0967269688026322,0.316355805730979,1.71525868015707,0.9511,0.9512
36,glm,2,0.7,0.704436161190175,0.00443616119017498,0.370004991964363,0.136909683235245,0.365709235716729,-1.16099953809471,0.9456,0.9462
36,glm,3,1,0.999935477887106,-6.45221128939832e-05,0.380543146650849,0.144798609317386,0.377254623576553,-0.86416562832311,0.9471,0.9471
37,cirls,1,5,4.99552692668464,-0.00447307331536084,0.715404586750759,0.511772550756635,0.711824305519068,-0.50045544828734,0.9443,0.9441
37,cirls,2,0.8,0.869025893191716,0.0690258931917164,0.697746562926929,0.49156615498065,0.634592780034603,-9.05110626807064,0.9714,0.9762
37,cirls,3,1,0.969220663204109,-0.0307793367958905,0.789598686254705,0.624351106300217,0.767295210801712,-2.82465964562124,0.9437,0.945
37,glm,1,5,4.98727314119336,-0.0127268588066372,0.717113187207912,0.514361871070248,0.714218773909621,-0.40362014671087,0.9435,0.9442
37,glm,2,0.8,0.797532591254591,-0.00246740874540918,0.813223014118752,0.661271625631236,0.805762533842802,-0.917396599263021,0.9443,0.9445
37,glm,3,1,0.997787045074395,-0.00221295492560514,0.807074586239202,0.651309147983907,0.792517867473385,-1.80363983874759,0.9412,0.9412
38,cirls,1,5,5.00379344591883,0.00379344591883424,0.316726241469938,0.100319870716409,0.318346916859279,0.511695962361425,0.9486,0.9487
38,cirls,2,0.8,0.801049172055014,0.00104917205501387,0.359313499128423,0.129094380798847,0.334780675849276,-6.82769318120695,0.9607,0.9605
38,cirls,3,1,0.99904846146573,-0.000951538534270435,0.365947443272755,0.133905044910325,0.361862643238774,-1.11622587042832,0.9506,0.9505
38,glm,1,5,5.00372126981664,0.00372126981664245,0.316740655563372,0.100328458271474,0.318374700494841,0.515893650773314,0.9485,0.9485
38,glm,2,0.8,0.798955772159051,-0.00104422784094949,0.364657370380462,0.1329627906848,0.362081239451461,-0.706452450505279,0.9481,0.948
38,glm,3,1,1.00010735798991,0.000107357989908463,0.36722297092557,0.134839236630103,0.368513144648726,0.351332521465997,0.9476,0.9476
39,cirls,1,5,5.0014830991936,0.00148309919360123,0.702299786314756,0.493177866941984,0.70844035257987,0.874351151000163,0.9483,0.9481
39,cirls,2,0.9,0.946271822488336,0.0462718224883354,0.692543345052303,0.481709404704148,0.6263330720087,-9.56045184992753,0.9738,0.9761
39,cirls,3,1,0.995577543419502,-0.00442245658049756,0.858370961354654,0.73674658534839,0.855070803089824,-0.384467603566474,0.9499,0.9501
39,glm,1,5,5.00018056347898,0.000180563478983764,0.702330164558693,0.493218365886206,0.708623369299569,0.896046483327373,0.9487,0.9487
39,glm,2,0.9,0.898056775151618,-0.00194322484838172,0.774928055696878,0.600457216279804,0.772284677431517,-0.341112732456639,0.9486,0.9485
39,glm,3,1,1.0155997076415,0.0155997076415024,0.870019448306898,0.757101497926696,0.875428539733657,0.621720748574739,0.9461,0.9469
40,cirls,1,5,5.00409053010078,0.00409053010078164,0.317387687313609,0.100741603000381,0.317755299197952,0.115824242412943,0.9492,0.9492
40,cirls,2,0.9,0.908576968480313,0.00857696848031264,0.360382988696842,0.129936475340527,0.346984584508231,-3.71782370667946,0.9616,0.9627
40,cirls,3,1,0.999276232355079,-0.000723767644921214,0.36641552380771,0.134247433893274,0.361440159688199,-1.35784752452859,0.9524,0.9524
40,glm,1,5,5.00402930669401,0.00402930669400625,0.31739078265393,0.100743070535217,0.317926122407485,0.168668966716257,0.9498,0.9498
40,glm,2,0.9,0.90787376144734,0.00787376144733942,0.362332346408084,0.131333596899992,0.367210333399826,1.34627422588653,0.9534,0.9531
40,glm,3,1,0.999655566443841,-0.000344433556159318,0.366974473199706,0.134656915588278,0.367254923473074,0.0764222837962514,0.951,0.951
