sc,model,coef,true,meanest,bias,empse,mse,modse,seerr,cover,becover
5,glm,3,1,1.00094119898885,0.000941198988852587,0.755646067919147,0.570944765719209,0.753994745578761,-0.218531189467286,0.9467,0.9466
6,cirls,1,5,5.01718518557628,0.0171851855762837,0.312041860964803,0.0976557165853692,0.316394691241863,1.39495074910825,0.9509,0.9505
6,cirls,2,-0.8,0.00149813885038735,0.801498138850387,0.016907868205943,0.642685114000304,0.126924581566453,650.683528050212,0,2e-04
6,cirls,3,1,0.58073298639613,-0.41926701360387,0.31191409611402,0.273065503010598,0.319959567165676,2.57938680934582,0.665,0.9468
6,glm,1,5,4.99733147755476,-0.00266852244523985,0.312128044073919,0.097421294517861,0.316501115638485,1.40105051359336,0.9498,0.9497
6,glm,2,-0.8,-0.803295644033911,-0.00329564403391103,0.365453736229614,0.13355393895045,0.363618786721227,-0.502101723550119,0.9466,0.9465
6,glm,3,1,1.00133132758027,0.0013313275802731,0.366111862865422,0.134026264774303,0.366205112076502,0.0254701419259984,0.9491,0.9493
7,cirls,1,5,4.97286325501805,-0.0271367449819451,0.710705238342897,0.505787828542669,0.711832175724885,0.158566072288324,0.9491,0.9504
7,cirls,2,-0.7,0.0939035188992068,0.793903518899207,0.258881845470618,0.697295905253825,0.434015570850741,67.650060614235,0,0.9815
7,cirls,3,1,0.572595541307222,-0.427404458692778,0.72513048035574,0.708436203430059,0.751448465501142,3.62941372047838,0.8657,0.9437
7,glm,1,5,5.0018261395231,0.00182613952309829,0.711304047720737,0.505906187744632,0.712368921983775,0.149707325081305,0.9496,0.9496
7,glm,2,-0.7,-0.720997264216403,-0.0209972642164027,0.84937527681354,0.721807102130565,0.853762062061459,0.516471972715804,0.9487,0.9489
7,glm,3,1,0.992091703325345,-0.00790829667465542,0.841304108132717,0.707784364257045,0.841335210988972,0.00369698138340535,0.9459,0.9463
8,cirls,1,5,5.01654698716307,0.0165469871630739,0.315432356094734,0.0997614242985229,0.316534020692973,0.349255419411776,0.9507,0.951
8,cirls,2,-0.7,0.00402578837568145,0.704025788375681,0.0319058609590448,0.496670192863141,0.140073468841458,339.021122236006,0,0.4784
8,cirls,3,1,0.632472186992415,-0.367527813007585,0.31344694642224,0.233315856656743,0.318344909082285,1.56261297675777,0.7146,0.9435
8,glm,1,5,5.00594467035449,0.00594467035449053,0.315531089619375,0.0995852516351619,0.316585781047098,0.334259115003799,0.9505,0.9509
8,glm,2,-0.7,-0.702781004754883,-0.00278100475488319,0.369288097804468,0.136367795797571,0.36971284508674,0.11501786404613,0.9476,0.9478
8,glm,3,1,0.997421138767632,-0.00257886123236828,0.365883645046388,0.133864105153516,0.364079648973258,-0.493051847917703,0.9474,0.9472
9,cirls,1,5,5.08866888790775,0.0886688879077466,0.708533872909046,0.509832218717382,0.709176788037167,0.0907387991883946,0.9419,0.9459
9,cirls,2,-0.6,0.0942392116309261,0.694239211630926,0.245034005940351,0.542003742866699,0.401088231192347,63.6867624365508,0,0.984
9,cirls,3,1,0.689083137913925,-0.310916862086075,0.808292352475544,0.749940488547193,0.811354797500377,0.378878386694326,0.9033,0.9433
9,glm,1,5,4.99490057939768,-0.00509942060232493,0.715030620326045,0.511243665215528,0.714798403734752,-0.0324764541115186,0.9478,0.9481
9,glm,2,-0.6,-0.597768619188003,0.0022313808119967,0.764004415797494,0.583649356143662,0.773738855650389,1.2741339777119,0.9512,0.9513
9,glm,3,1,1.00724535851795,0.00724535851794661,0.871888054253259,0.760165255491672,0.866488949175334,-0.619242923628349,0.9457,0.9457
10,cirls,1,5,5.02557007537711,0.0255700753771073,0.31397506902856,0.0992243146918827,0.317420858679324,1.09747237620665,0.9517,0.952
10,cirls,2,-0.6,0.00785555258161328,0.607855552581613,0.0456618449252109,0.371573168385864,0.152204434630242,233.329577198503,0,0.8516
10,cirls,3,1,0.71770935856601,-0.28229064143399,0.318787509216335,0.181303319725965,0.324462617558018,1.78021665768333,0.8047,0.9441
10,glm,1,5,4.99117443328863,-0.0088255667113657,0.31505887738486,0.0993300606371631,0.318020549702011,0.940037729371213,0.9514,0.9511
10,glm,2,-0.6,-0.603731029473962,-0.00373102947396187,0.370825608312592,0.137511801198162,0.372321550696226,0.40340859695227,0.9525,0.9526
10,glm,3,1,1.00003219213429,3.21921342931741e-05,0.362143957822854,0.131135132399316,0.360378904984581,-0.487389834938656,0.9497,0.9497
11,cirls,1,5,5.02713251652204,0.0271325165220437,0.708049878436801,0.502020670344153,0.709810669675894,0.248681807979412,0.9469,0.947
11,cirls,2,-0.5,0.145751252277443,0.645751252277443,0.324410523943452,0.522226343644346,0.464060038223939,43.0471590696084,0,0.9832
11,cirls,3,1,0.635070275032985,-0.364929724967015,0.693147671259311,0.61357935296729,0.722662751079947,4.25812291441634,0.8689,0.9448
11,glm,1,5,5.00609164169159,0.00609164169158571,0.708353879009449,0.501752149484442,0.710251413164422,0.267879404800686,0.9475,0.9474
11,glm,2,-0.5,-0.494186178355193,0.00581382164480654,0.84309832526853,0.710777505114111,0.849795158601766,0.794312256652097,0.9489,0.9491
11,glm,3,1,0.994598637427018,-0.00540136257298163,0.813350261187346,0.661501668226431,0.825964970904857,1.5509566197343,0.9492,0.9493
12,cirls,1,5,4.99569878570149,-0.00430121429851038,0.317527887040995,0.100832377097256,0.316221910560347,-0.411295049646876,0.9476,0.9482
12,cirls,2,-0.5,0.0155110681345419,0.515511068134542,0.068791882154502,0.27048351118727,0.165189196009026,140.128908870413,0,0.9534
12,cirls,3,1,0.758298924545528,-0.241701075454472,0.316275888223878,0.158439844303904,0.323279337297664,2.21434808486844,0.8316,0.9455
12,glm,1,5,4.99823806447172,-0.00176193552827542,0.317536830668623,0.100822660283996,0.3162027935222,-0.42012044511921,0.9486,0.9483
12,glm,2,-0.5,-0.504258047267013,-0.00425804726701307,0.375230760178878,0.140802174538608,0.373962466468355,-0.33800366204475,0.9469,0.9467
12,glm,3,1,1.0079815277734,0.00798152777340277,0.364394221946138,0.13283357545843,0.361232957275699,-0.867539735826628,0.9453,0.9456
13,cirls,1,5,5.00814561406005,0.00814561406005154,0.716303142572455,0.513105234068384,0.710021594770178,-0.876939863717174,0.9452,0.9453
13,cirls,2,-0.4,0.161508280253149,0.561508280253149,0.336628354281506,0.428598865834233,0.450660018039886,33.8746461217646,0,0.9825
13,cirls,3,1,0.688495306626004,-0.311504693373996,0.754799545068912,0.66670055499494,0.769691126787301,1.97291874586776,0.8963,0.9443
13,glm,1,5,4.99431044949903,-0.00568955050097308,0.716245554078929,0.512988763953362,0.710197230495173,-0.844448324923186,0.9454,0.9451
13,glm,2,-0.4,-0.396518709264,0.00348129073600023,0.810155719136964,0.656298773406594,0.804558507697507,-0.690880938965588,0.9436,0.9435
13,glm,3,1,0.994116217299773,-0.00588378270022749,0.856893321807522,0.734227357240697,0.851944732149322,-0.577503585599382,0.9454,0.9453
14,cirls,1,5,5.00151384822521,0.00151384822521461,0.317661670348878,0.100901137651607,0.316164167819054,-0.47141429690869,0.9496,0.9497
14,cirls,2,-0.4,0.0265618633926243,0.426561863392624,0.0903347044206495,0.190114566087872,0.173762340202563,92.3539146078641,0,0.9716
14,cirls,3,1,0.792549138367815,-0.207450861632185,0.306478997409384,0.136955842907412,0.310054938321741,1.16678171835058,0.8402,0.9433
14,glm,1,5,4.99941716573201,-0.000582834267985888,0.317639999706317,0.100885419592272,0.316107765548469,-0.482380732673615,0.9492,0.9492
